"","x"
"52778","GM45232"
"52779","TSPAN3"
"52780","GM19091"
"52781","NCOA2"
"52782","OR10A48"
"52783","OLFR515-PS1"
"52784","GM43924"
"52785","GM44657"
"52786","GM43990"
"52787","PSG23"
"52788","GM43991"
"52789","GM43993"
"52790","GM3148"
"52791","CCDC91"
"52792","LBH"
"52793","FRMPD3"
"52794","GM19092"
"52795","9930017N22RIK"
"52796","GM44656"
"52797","OR10A3B"
"52798","GM54692"
"52799","LAPTM4B"
"52800","GM23649"
"52801","GM17992"
"52802","1700010I14RIK"
"52803","GM42907"
"52804","OR10A49"
"52805","GM42908"
"52806","GM43813"
"52807","PSG21"
"52808","DNMBP"
"52809","DIPK1A"
"52810","GM47925"
"52811","GM2123"
"52812","ETS2"
"52813","ELOVL7"
"52814","GM19721"
"52815","GM6796"
"52816","OR8B4"
"52817","GM44654"
"52818","GM44655"
"52819","GM18949"
"52820","OR10A3"
"52821","GM54694"
"52822","OR8C12-PS1"
"52823","LY6M"
"52824","OLFR880-PS1"
"52825","OR8B35"
"52826","GM44563"
"52827","OR10A3N"
"52828","GAB3"
"52829","NLRP10"
"52830","GM45701"
"52831","9430069I07RIK"
"52832","PEAK1"
"52833","GM32376"
"52834","RPS19-PS8"
"52835","GM30747"
"52836","RPL30"
"52837","GM8990"
"52838","GM22674"
"52839","SH3BP2"
"52840","GM48703"
"52841","AKR1C13"
"52842","DEFA29"
"52843","PSG22"
"52844","GM23561"
"52845","GM15302"
"52846","GM55089"
"52847","DEFA-PS16"
"52848","DEFA2"
"52849","DEFA33"
"52850","DEFA36"
"52851","OR8C1-PS1"
"52852","GM24523"
"52853","D730044K07RIK"
"52854","GM15309"
"52855","GM55094"
"52856","ERICH5"
"52857","DEFA42"
"52858","GM29322"
"52859","4933406L23RIK"
"52860","PEAK1OS"
"52861","TFEC"
"52862","OR8B36"
"52863","GM23568"
"52864","GM15304"
"52865","GM37842"
"52866","GM36940"
"52867","DEFA-PS17"
"52868","GM49188"
"52869","OR8B37"
"52870","GM49545"
"52871","RFWD3"
"52872","GM18814"
"52873","GM44564"
"52874","GM7167"
"52875","GM44566"
"52876","GM44565"
"52877","RIDA"
"52878","EIF3F"
"52879","OR8B38"
"52880","OR8P1-PS1"
"52881","MNAT1"
"52882","OR8B39"
"52883","OR8B101"
"52884","PRPS1"
"52885","GM6599"
"52886","RPS18-PS7"
"52887","GM48704"
"52888","EPHA6"
"52889","C87487"
"52890","OR8B40"
"52891","GM5721"
"52892","GM49806"
"52893","AKR1C19"
"52894","GM8492"
"52895","RIPPLY2"
"52896","GM7947"
"52897","OSBPL3"
"52898","GM17748"
"52899","GM17728"
"52900","ABCD2"
"52901","GM49807"
"52902","PABPC6"
"52903","GM34883"
"52904","GM49809"
"52905","GM24464"
"52906","LCLAT1"
"52907","GM44561"
"52908","HMG20A"
"52909","SYCP1-PS1"
"52910","PSG19"
"52911","DEFA20"
"52912","MARCKSL1-PS4"
"52913","TSPAN17"
"52914","REDIC1"
"52915","GM23910"
"52916","TRMT5"
"52917","DEFA32"
"52918","GM24423"
"52919","DEFA37"
"52920","DEFA28"
"52921","UFD1"
"52922","GM19126"
"52923","PSG17"
"52924","GM15312"
"52925","DEFA43"
"52926","UNC79"
"52927","TSC22D3"
"52928","GM24829"
"52929","GM15314"
"52930","SLC2A13"
"52931","DEFA26"
"52932","GM18855"
"52933","GM15313"
"52934","CHD2"
"52935","DEFA17"
"52936","MYRF"
"52937","GM29237"
"52938","ABR"
"52939","DEFA34"
"52940","MLKL"
"52941","POP1"
"52942","GM9311"
"52943","GM25406"
"52944","QKI"
"52945","GM53027"
"52946","GM15047"
"52947","GM54931"
"52948","DKC1"
"52949","GM22847"
"52950","SPACA9"
"52951","SLC25A40"
"52952","AK8"
"52953","GM37259"
"52954","GM54724"
"52955","GM4660"
"52956","2810404F17RIK"
"52957","GM27001"
"52958","GM49609"
"52959","GM54850"
"52960","GM54851"
"52961","GM50215"
"52962","GM54725"
"52963","GM17065"
"52964","CCDC68"
"52965","2510002D24RIK"
"52966","DEFA39"
"52967","GM22447"
"52968","GM7869"
"52969","GM45712"
"52970","DEFA-PS10"
"52971","DEFA24"
"52972","GM23852"
"52973","GM17054"
"52974","GM49610"
"52975","GM54726"
"52976","GM17192"
"52977","GM49615"
"52978","MIR3088"
"52979","DEFA-PS11"
"52980","GM13385"
"52981","GM13386"
"52982","CYB5R4"
"52983","GM52985"
"52984","DEFB1"
"52985","GTF3C4"
"52986","GM28539"
"52987","GM15316"
"52988","DEFB50"
"52989","GM16250"
"52990","AKR1C12"
"52991","FA2H"
"52992","LY6C2"
"52993","PACRG"
"52994","GM24164"
"52995","GM19000"
"52996","RAB27B"
"52997","GM9816"
"52998","GM49195"
"52999","GM22208"
"53000","LY6G"
"53001","MRPL40"
"53002","MIR5126"
"53003","RALB"
"53004","GM28117"
"53005","GM3145"
"53006","GM28505"
"53007","GM37402"
"53008","NIPAL2"
"53009","GM37332"
"53010","DEPDC1B"
"53011","GM28118"
"53012","GM10513"
"53013","RUNDC3B"
"53014","AGPAT4"
"53015","NSUN3"
"53016","GM29454"
"53017","GM24793"
"53018","DEFB2"
"53019","GM38376"
"53020","GM37409"
"53021","GM44553"
"53022","GM50219"
"53023","GM55160"
"53024","GM44552"
"53025","GM38223"
"53026","STARD6"
"53027","DDX31"
"53028","C130083A15RIK"
"53029","TUB"
"53030","DEFB10"
"53031","TMEM185B"
"53032","DEFB9"
"53033","GM37702"
"53034","GM23169"
"53035","3830432H09RIK"
"53036","DEFB11"
"53037","GM38120"
"53038","GM42685"
"53039","GM3402"
"53040","GM36879"
"53041","GM25322"
"53042","DEFB15"
"53043","GM38380"
"53044","GM7593"
"53045","MID2"
"53046","GM45796"
"53047","PARP1"
"53048","DEFB35"
"53049","GM48932"
"53050","DEFB13"
"53051","KCNS2"
"53052","GM8282"
"53053","TDGF1-PS2"
"53054","UBE2SRT"
"53055","XDH"
"53056","GM47175"
"53057","FAM90A1A"
"53058","GM47176"
"53059","GM47178"
"53060","OR8N1-PS1"
"53061","LY6G2"
"53062","ARL13B"
"53063","ABCB1A"
"53064","MRAP2"
"53065","SCLT1"
"53066","CCDC70"
"53067","GM45644"
"53068","GM24400"
"53069","GM55034"
"53070","GM10238"
"53071","ATP7B"
"53072","CPN1"
"53073","GM28115"
"53074","GM47951"
"53075","CDYL"
"53076","STK3"
"53077","B3GALT1"
"53078","GM25986"
"53079","GM26289"
"53080","GM37012"
"53081","STX19"
"53082","CYCS"
"53083","OR8B1B"
"53084","OR8B1C"
"53085","PROS1"
"53086","OR8B1"
"53087","GM13603"
"53088","MIR6335"
"53089","GM37964"
"53090","GM13607"
"53091","DAGLA"
"53092","BARHL1"
"53093","OR8B44"
"53094","MAGI1"
"53095","GM23271"
"53096","GM44738"
"53097","OLFR908"
"53098","GM26176"
"53099","GM55584"
"53100","GM23199"
"53101","GM44736"
"53102","GM25520"
"53103","LINGO1"
"53104","GM44739"
"53105","CDKL5"
"53106","GM4971"
"53107","MILL2"
"53108","CFAP77"
"53109","GM3404"
"53110","GM49621"
"53111","GM49622"
"53112","GM42684"
"53113","HIRA"
"53114","GM42686"
"53115","ABCB1B"
"53116","CYP2C23"
"53117","GM22126"
"53118","GM48708"
"53119","GM48706"
"53120","RPP40"
"53121","GM45633"
"53122","GM45635"
"53123","GM15882"
"53124","GM45634"
"53125","GM45636"
"53126","GM47235"
"53127","GM15881"
"53128","BC030500"
"53129","OR8B47"
"53130","GANC"
"53131","POLI"
"53132","OR8B46"
"53133","GM7499"
"53134","GM5740"
"53135","GM55124"
"53136","ALG11"
"53137","CEP162"
"53138","IDI1-PS4"
"53139","ERLIN1"
"53140","A830073O21RIK"
"53141","RIC3"
"53142","OSR2"
"53143","GM54857"
"53144","ZFP277"
"53145","GM48756"
"53146","AKR1C6"
"53147","GM26164"
"53148","GM10283"
"53149","AADAT"
"53150","A930036I15RIK"
"53151","GM43322"
"53152","GM43765"
"53153","GM25501"
"53154","GM43750"
"53155","VPS13B"
"53156","GM43751"
"53157","7330423F06RIK"
"53158","ANP32E"
"53159","LNX1"
"53160","GM25450"
"53161","PGLYRP1"
"53162","CIMAP1C"
"53163","FAM174B"
"53164","TRAM1"
"53165","GM18068"
"53166","GM45005"
"53167","GM24475"
"53168","SRD5A2"
"53169","OR8B48"
"53170","LMO1"
"53171","CHUK"
"53172","MFAP3L"
"53173","PPP1R3G"
"53174","GM55116"
"53175","GM9540"
"53176","GM37375"
"53177","OR8B49"
"53178","LYRM4"
"53179","GM49881"
"53180","CSPG4"
"53181","GM49882"
"53182","GM49883"
"53183","MAP3K4"
"53184","GM45006"
"53185","MIR7234"
"53186","ST8SIA2"
"53187","TMED10-PS"
"53188","GM18132"
"53189","GM48765"
"53190","AKR1C20"
"53191","GM45650"
"53192","GM45651"
"53193","STAMBP-PS2"
"53194","GM23329"
"53195","GM9544"
"53196","GM45485"
"53197","GM47618"
"53198","NEK5"
"53199","GM47619"
"53200","KCNH5"
"53201","OR8B50"
"53202","GM45003"
"53203","GM38143"
"53204","GM55597"
"53205","GM47237"
"53206","CCDC61"
"53207","SNX33"
"53208","GJA6"
"53209","TBX18"
"53210","LACTB2"
"53211","GM24771"
"53212","GM48966"
"53213","GM14630"
"53214","GM7968"
"53215","GM5389"
"53216","MIR599"
"53217","MIR875"
"53218","GM18994"
"53219","GM14629"
"53220","9130002K18RIK"
"53221","GM12341"
"53222","GM48965"
"53223","RPL36-PS2"
"53224","BHLHA9"
"53225","GM48961"
"53226","GM15799"
"53227","GM15798"
"53228","COX6C"
"53229","GM8107"
"53230","GM18747"
"53231","GM8111"
"53232","GM14631"
"53233","TRARG1"
"53234","DOCK4"
"53235","GM25023"
"53236","ZIC3"
"53237","GM10088"
"53238","IGLC1"
"53239","IGLJ1"
"53240","GOSR1"
"53241","IGLC3"
"53242","IGLJ3P"
"53243","IGLJ3"
"53244","IGLV1"
"53245","GM38319"
"53246","XKR9"
"53247","GM18748"
"53248","IGLC4"
"53249","IGLJ4"
"53250","GM19936"
"53251","ADGRV1"
"53252","D030062O11RIK"
"53253","IGLC2"
"53254","IMP3"
"53255","RGS22"
"53256","IGLJ2"
"53257","GM26273"
"53258","GM9541"
"53259","GM42870"
"53260","GM14649"
"53261","GM5523"
"53262","IGLV3"
"53263","TTF1"
"53264","GM25528"
"53265","GM23176"
"53266","GM36947"
"53267","GM14647"
"53268","GM28877"
"53269","GM55173"
"53270","GM2324"
"53271","GM37400"
"53272","GM25851"
"53273","GM5368"
"53274","GM14645"
"53275","GM16436"
"53276","SNUPN"
"53277","A530030E21RIK"
"53278","TRIP12"
"53279","GM14650"
"53280","IGLV2"
"53281","GM7071"
"53282","GM54964"
"53283","MPP1"
"53284","GM42974"
"53285","GM43375"
"53286","GM20940"
"53287","OR2M12"
"53288","C230031I18RIK"
"53289","SREBF1"
"53290","GM42973"
"53291","NOVA2"
"53292","GM42972"
"53293","GM42971"
"53294","GM22158"
"53295","GM54736"
"53296","GM42970"
"53297","OR2M13"
"53298","GM42969"
"53299","GM43355"
"53300","PTPN9"
"53301","GM42525"
"53302","GM54939"
"53303","GM43354"
"53304","MIR6357"
"53305","MBD2"
"53306","GM25762"
"53307","PLEKHO1"
"53308","OR2L13"
"53309","OR2L5"
"53310","GM13393"
"53311","OR2L13B"
"53312","NANOS2"
"53313","STK39"
"53314","GM45058"
"53315","GM54738"
"53316","GM10676"
"53317","GM18889"
"53318","OR2AJ4"
"53319","FBXO43"
"53320","MYPOP"
"53321","EPHA3"
"53322","WDR59"
"53323","IRF2BP1"
"53324","FOXA3"
"53325","GM22979"
"53326","POLR2K"
"53327","GM8934"
"53328","GM50261"
"53329","GM18963"
"53330","GM21046"
"53331","SEMA3F"
"53332","SLCO3A1"
"53333","GM50262"
"53334","DCC"
"53335","LARP7"
"53336","SPAG1"
"53337","GM49962"
"53338","MIR302B"
"53339","GM13396"
"53340","MIR302C"
"53341","MIR302A"
"53342","GM24794"
"53343","MIR302D"
"53344","MIR367"
"53345","GM49964"
"53346","GM52968"
"53347","VPS45"
"53348","GM6618"
"53349","PLG"
"53350","GM6995"
"53351","STK33"
"53352","GM54866"
"53353","GM31908"
"53354","GM54867"
"53355","MEX3C"
"53356","SETX"
"53357","GM15378"
"53358","FAM220-PS"
"53359","GM26438"
"53360","SMIM9"
"53361","GM54869"
"53362","SMAD4"
"53363","GM43554"
"53364","OTUD7B"
"53365","GM8503"
"53366","MEMO1"
"53367","FGF13"
"53368","CWF19L1"
"53369","GM50126"
"53370","GM23754"
"53371","GM17943"
"53372","GM41293"
"53373","RNF19A"
"53374","ELAC1"
"53375","GM54975"
"53376","COL4A6"
"53377","ME2"
"53378","GM42575"
"53379","GM9316"
"53380","GM17906"
"53381","SLC22A3"
"53382","GM42577"
"53383","CHIC2"
"53384","GM13077"
"53385","HES2"
"53386","ZGRF1"
"53387","4932414N04RIK"
"53388","GM42576"
"53389","MIR8097"
"53390","GM9501"
"53391","GM18593"
"53392","GM7726"
"53393","RPL7A-PS3"
"53394","GM9105"
"53395","ANKRD46"
"53396","MBD1"
"53397","GM44903"
"53398","GM44902"
"53399","GM55620"
"53400","ABCB4"
"53401","GM22769"
"53402","GM49627"
"53403","SYMPK"
"53404","ACOT7"
"53405","OR2AJ5"
"53406","GM19441"
"53407","CSNK2A2IP"
"53408","GM24336"
"53409","GM7239"
"53410","GM19220"
"53411","OR2AJ6"
"53412","SYT7"
"53413","GM18246"
"53414","GM18954"
"53415","GM19709"
"53416","OR8B55"
"53417","GM49596"
"53418","LAMP3"
"53419","RHOJ"
"53420","DPY30"
"53421","OR8B56"
"53422","MIR6371"
"53423","GM23035"
"53424","GM22840"
"53425","GM49246"
"53426","GM44307"
"53427","GM19908"
"53428","GM7825"
"53429","CNTN1"
"53430","GM44315"
"53431","OR8D2"
"53432","SPMIP4"
"53433","OR8D1"
"53434","OR8D22-PS1"
"53435","OR8D2B"
"53436","GM17799"
"53437","OR10M1-PS1"
"53438","HTR1F"
"53439","OLFR928-PS1"
"53440","OR10O1-PS1"
"53441","OR8D23"
"53442","GM22429"
"53443","GM9584"
"53444","GM49629"
"53445","GM20953"
"53446","GM54743"
"53447","B3GNT5"
"53448","OR10AQ1-PS1"
"53449","OLFR932-PS1"
"53450","MIR6921"
"53451","MIR6922"
"53452","CPD"
"53453","OR8D1B"
"53454","GM15079"
"53455","GM44054"
"53456","GM4782"
"53457","OR10D1C"
"53458","GM8035"
"53459","TES"
"53460","GM13612"
"53461","CERS6"
"53462","OR8G21"
"53463","GM38374"
"53464","GM37738"
"53465","FBXO36"
"53466","OR8G17"
"53467","GM55132"
"53468","OR8G23"
"53469","GM17936"
"53470","GM8543"
"53471","GSX2"
"53472","GM55133"
"53473","OR8G24"
"53474","GPHB5"
"53475","SLC16A14"
"53476","OR8AB1A-PS1"
"53477","GM2040"
"53478","OLFR1401-PS1"
"53479","GM31328"
"53480","GM47085"
"53481","OR8G25-PS1"
"53482","CROT"
"53483","GM9349"
"53484","IMMP2L"
"53485","OR8G19"
"53486","GM9351"
"53487","GM49597"
"53488","SLC22A2"
"53489","A930003A15RIK"
"53490","OR8AC1-PS1"
"53491","GM15433"
"53492","GM55367"
"53493","GM29284"
"53494","GM13096"
"53495","OR8G26"
"53496","GPR153"
"53497","GM37159"
"53498","GM38236"
"53499","GM37651"
"53500","GM49598"
"53501","GM37747"
"53502","GM54748"
"53503","GM37666"
"53504","CHMP2B"
"53505","GM38377"
"53506","NOSTRIN"
"53507","STAT1"
"53508","GM47100"
"53509","OR8G27"
"53510","GM8038"
"53511","GM8039"
"53512","GM18765"
"53513","MIR1957B"
"53514","NPVF"
"53515","HPF1"
"53516","TMIGD1"
"53517","OR8G18"
"53518","KLHL6"
"53519","HES3"
"53520","GM47375"
"53521","GM25497"
"53522","GM47373"
"53523","LRRN3"
"53524","GM3017"
"53525","SIN3A"
"53526","G930045G22RIK"
"53527","GM31579"
"53528","CAV2"
"53529","GM15610"
"53530","GM47374"
"53531","GM47369"
"53532","GM43729"
"53533","NEUROG2"
"53534","GM47371"
"53535","GM37153"
"53536","GM47012"
"53537","GM7242"
"53538","ICMT"
"53539","GM55324"
"53540","GM15611"
"53541","GM54879"
"53542","GM47030"
"53543","TMEM243"
"53544","GM26326"
"53545","GM47036"
"53546","GM46349"
"53547","D3ERTD751E"
"53548","GM47056"
"53549","RSPH6A"
"53550","GM7370"
"53551","GM49633"
"53552","GM5221"
"53553","PPP2R5E"
"53554","VGLL3"
"53555","GM44402"
"53556","SLC22A1"
"53557","SLC25A26"
"53558","GM3409"
"53559","MED27"
"53560","NEK3"
"53561","GM7366"
"53562","GM49635"
"53563","RNF207"
"53564","GM54750"
"53565","GM22448"
"53566","FBF1"
"53567","KLHL24"
"53568","MTF2"
"53569","SV2B"
"53570","IGF2R"
"53571","CFAP53"
"53572","GM6039"
"53573","GM8522"
"53574","FUNDC2"
"53575","GM47690"
"53576","CADM2"
"53577","GM47689"
"53578","DNAJB9"
"53579","PDZRN4"
"53580","CAV1"
"53581","CMC4"
"53582","GM48566"
"53583","GM48567"
"53584","FARS2"
"53585","MIR5627"
"53586","WDR89"
"53587","GM14328"
"53588","GM8986"
"53589","GM15204"
"53590","GM50168"
"53591","MYO5B"
"53592","MCF2"
"53593","RPLP2-PS1"
"53594","SGPP1"
"53595","GM13402"
"53596","GM18815"
"53597","PNPLA8"
"53598","GM18685"
"53599","GM55573"
"53600","GM49420"
"53601","GM29591"
"53602","GM25021"
"53603","GM4335"
"53604","SPC25"
"53605","LRIG1"
"53606","GM54754"
"53607","SNX31"
"53608","CKAP2"
"53609","DMWD"
"53610","VPS36"
"53611","LYSMD3"
"53612","RPL22"
"53613","GM49640"
"53614","GM15828"
"53615","GM48769"
"53616","GM55627"
"53617","GM49648"
"53618","GM48766"
"53619","GM49649"
"53620","GM48763"
"53621","TRIM66"
"53622","AKR1C21"
"53623","GM18495"
"53624","GM49650"
"53625","GM24681"
"53626","GM49651"
"53627","GM46542"
"53628","GM54759"
"53629","GM18496"
"53630","SPEER2"
"53631","GM19082"
"53632","GM49656"
"53633","GM49657"
"53634","GM19291"
"53635","GM49665"
"53636","GM24968"
"53637","GM18918"
"53638","GM49666"
"53639","GM22797"
"53640","THSD1"
"53641","GM18549"
"53642","GM18550"
"53643","GM49667"
"53644","8030451O07RIK"
"53645","GM54755"
"53646","GXYLT1"
"53647","CHD5"
"53648","ROBO1"
"53649","RPL30-PS2"
"53650","ZNRF1"
"53651","GM8277"
"53652","GM48767"
"53653","MIR7041"
"53654","GM43997"
"53655","4933436N17RIK"
"53656","GM7833"
"53657","GM26395"
"53658","NRN1"
"53659","GM55072"
"53660","GM55073"
"53661","GM2027"
"53662","SPAST"
"53663","GM44100"
"53664","PPP4R4"
"53665","VWF"
"53666","MTCP1"
"53667","POLR3G"
"53668","GM50268"
"53669","LRRC10B"
"53670","BLOC1S2"
"53671","GM37268"
"53672","MTMR11"
"53673","DNMT3C"
"53674","PKD2L1"
"53675","PABPC1"
"53676","G6PC2"
"53677","REPS2"
"53678","SCARNA17"
"53679","GM23119"
"53680","ACAA2"
"53681","MBLAC2"
"53682","GM26413"
"53683","BLMH"
"53684","MAPRE1"
"53685","GM48113"
"53686","AKR1E1"
"53687","GM49670"
"53688","GM25699"
"53689","GM18825"
"53690","GM49680"
"53691","GM49948"
"53692","SCD3"
"53693","PCP4"
"53694","GM54889"
"53695","GM54890"
"53696","LIPG"
"53697","EFCAB8"
"53698","DSCAM"
"53699","SAXO4"
"53700","GM10161"
"53701","YAF2"
"53702","GM44962"
"53703","RPL27A"
"53704","GM7899"
"53705","GM37348"
"53706","GM37846"
"53707","RPL17"
"53708","GM38274"
"53709","GM13645"
"53710","GM37533"
"53711","GM38044"
"53712","GM11260"
"53713","GM9723"
"53714","GM11261"
"53715","GM18865"
"53716","GM55411"
"53717","GM11262"
"53718","GM25836"
"53719","GM11263"
"53720","GM36976"
"53721","GM11409"
"53722","GM29739"
"53723","GM11407"
"53724","SUN5"
"53725","GM11408"
"53726","GM11410"
"53727","SF3B4"
"53728","GM11406"
"53729","TYRP1"
"53730","SNORA3"
"53731","GM55633"
"53732","GM24888"
"53733","GM54967"
"53734","AKAP13"
"53735","GM22027"
"53736","GM32175"
"53737","SNORD58B"
"53738","GM37746"
"53739","GM23301"
"53740","ALPK1"
"53741","GM26202"
"53742","GM50313"
"53743","BC031181"
"53744","GM49262"
"53745","GM26371"
"53746","GM6704"
"53747","GM5444"
"53748","GM49263"
"53749","GM7331"
"53750","GM15206"
"53751","GM15203"
"53752","DYM"
"53753","GM55016"
"53754","GM24790"
"53755","GM55017"
"53756","ZCRB1"
"53757","GM47451"
"53758","GM8737"
"53759","GM23786"
"53760","CETN3"
"53761","BRCC3"
"53762","OR8G54"
"53763","LDHD"
"53764","OR8G37"
"53765","LURAP1L"
"53766","GM13613"
"53767","GM47219"
"53768","OR8G2B"
"53769","GM55415"
"53770","GM13614"
"53771","GM49958"
"53772","SDHAF2"
"53773","GM13254"
"53774","GM55638"
"53775","OR8G55"
"53776","GM55413"
"53777","DHRS9"
"53778","GM16574"
"53779","SKINT9"
"53780","GM7162"
"53781","MAS1"
"53782","PGR"
"53783","GM55228"
"53784","GM12819"
"53785","GM12821"
"53786","ASB3"
"53787","F830210D05RIK"
"53788","SKINT2"
"53789","GM24295"
"53790","GM48155"
"53791","GM4936"
"53792","GM54969"
"53793","GM37365"
"53794","MIR3961"
"53795","2310067P03RIK"
"53796","GM13255"
"53797","GM13217"
"53798","GM55641"
"53799","GM38128"
"53800","GM13221"
"53801","GM16238"
"53802","GM48156"
"53803","BPIFB2"
"53804","LY86"
"53805","GM37597"
"53806","1500005C15RIK"
"53807","GM54971"
"53808","GM42587"
"53809","GM54972"
"53810","GM54973"
"53811","GM38124"
"53812","5930409G06RIK"
"53813","SV2A"
"53814","CPSF7"
"53815","GM49907"
"53816","GM32432"
"53817","SAMSN1"
"53818","KLF6"
"53819","SERPINA10"
"53820","ZFP1"
"53821","YWHAZ"
"53822","GM16485"
"53823","GM55416"
"53824","MRGPRH"
"53825","ARHGAP42"
"53826","TMED5"
"53827","PNLDC1"
"53828","BOLA1"
"53829","CTRB1"
"53830","GM18501"
"53831","GM54978"
"53832","GM47549"
"53833","SERPINA6"
"53834","2900042G08RIK"
"53835","PITRM1"
"53836","TIFA"
"53837","MIR7076"
"53838","BCAR1"
"53839","GM12814"
"53840","GM24099"
"53841","GM12817"
"53842","SKINT10"
"53843","GM54896"
"53844","GM8807"
"53845","SERPINA16"
"53846","CTIF"
"53847","GM15555"
"53848","SLC6A4"
"53849","GM22268"
"53850","GM26915"
"53851","FAM3B"
"53852","SERPINA1F"
"53853","SKINT6"
"53854","GM36996"
"53855","H2AC21"
"53856","H2AC20"
"53857","GM3415"
"53858","GM54985"
"53859","H2BC21"
"53860","GM20570"
"53861","ZBTB7C"
"53862","H3C15"
"53863","H2AC19"
"53864","GM54987"
"53865","H2AC18"
"53866","GM8494"
"53867","GPR12"
"53868","GM20634"
"53869","GM16833"
"53870","GM54988"
"53871","AP1AR"
"53872","TPTE"
"53873","2900057B20RIK"
"53874","GM22815"
"53875","GM47333"
"53876","MIR6358"
"53877","BC026513"
"53878","SMAD2"
"53879","GM47334"
"53880","ZFP202"
"53881","GM13220"
"53882","GM37866"
"53883","BPIFB6"
"53884","ADD1"
"53885","NRIP1"
"53886","TMEM216"
"53887","GM17142"
"53888","SERPINA1B"
"53889","GM54760"
"53890","ZFP706"
"53891","MRPL18"
"53892","GM15379"
"53893","GM15385"
"53894","GM43654"
"53895","MET"
"53896","GM43652"
"53897","FAM241A"
"53898","GM12343"
"53899","GM8666"
"53900","COL4A5"
"53901","CNTN5"
"53902","ACOX1"
"53903","GM12823"
"53904","PCDH10"
"53905","GM12816"
"53906","GM45029"
"53907","GM12818"
"53908","GM12813"
"53909","GM5675"
"53910","GM25916"
"53911","GM49591"
"53912","CXADR"
"53913","SLC30A6"
"53914","KCNAB2"
"53915","PPHLN1"
"53916","BPIFB3"
"53917","GM44834"
"53918","GM44695"
"53919","GM44835"
"53920","SERPINA1D"
"53921","TMEM138"
"53922","GM55659"
"53923","GM44694"
"53924","GM55660"
"53925","GM26729"
"53926","DENND2B"
"53927","GM17043"
"53928","GM6918"
"53929","SERPINA1A"
"53930","GM50205"
"53931","CYB561A3"
"53932","GM10650"
"53933","GM2136"
"53934","GM55168"
"53935","GM37345"
"53936","MIR6237"
"53937","GM55169"
"53938","GM37835"
"53939","GM55170"
"53940","GM38166"
"53941","GM46103"
"53942","GM32340"
"53943","GM7529"
"53944","GM25796"
"53945","NRCAM"
"53946","GM23337"
"53947","GM18488"
"53948","GM26081"
"53949","GM18843"
"53950","GM47001"
"53951","GM43656"
"53952","GM47002"
"53953","GM47029"
"53954","BPIFB4"
"53955","GM18934"
"53956","GM22293"
"53957","BTG3"
"53958","GM47034"
"53959","GM4410"
"53960","GM18160"
"53961","GM47035"
"53962","GM9387"
"53963","GM47037"
"53964","PABPC4L"
"53965","GM29785"
"53966","GM55171"
"53967","GM7570"
"53968","GM21070"
"53969","RBM5"
"53970","GM37445"
"53971","MIR6379"
"53972","GM10356"
"53973","GM49590"
"53974","GM5274"
"53975","GM25038"
"53976","GM49603"
"53977","GM50360"
"53978","GM49604"
"53979","GM23891"
"53980","D16ERTD472E"
"53981","H3C14"
"53982","GM50284"
"53983","LOXHD1"
"53984","SLC25A15"
"53985","RPL23A-PS5"
"53986","GM10730"
"53987","GM2229"
"53988","GM7977"
"53989","CAPZA2"
"53990","H4C14"
"53991","GM37295"
"53992","GM38227"
"53993","GM20628"
"53994","GM37190"
"53995","GM23511"
"53996","H3C13"
"53997","GM45452"
"53998","RTBDN"
"53999","GM37819"
"54000","GM37684"
"54001","H2BC18"
"54002","GM5846"
"54003","GM22480"
"54004","GM37424"
"54005","BPIFA6"
"54006","GM38261"
"54007","GM38088"
"54008","GM2328"
"54009","GM29741"
"54010","GM23096"
"54011","PITX2"
"54012","TKFC"
"54013","LRP2"
"54014","GM6009"
"54015","GM45453"
"54016","MRPS31"
"54017","PDE4D"
"54018","4930478L05RIK"
"54019","NSRP1"
"54020","GM24861"
"54021","4930403O18RIK"
"54022","PRICKLE1"
"54023","CHODL"
"54024","SMIM19"
"54025","ANO2"
"54026","SLC20A2"
"54027","GM22772"
"54028","MIR423"
"54029","STC2"
"54030","ZFP42-PS1"
"54031","RPS19-PS5"
"54032","RRM2B"
"54033","NLRC4"
"54034","PCDH18"
"54035","TMPRSS15"
"54036","BOD1"
"54037","DMPK"
"54038","CLCN3"
"54039","GM38061"
"54040","EFCAB5"
"54041","GM4708"
"54042","YIPF4"
"54043","GM43697"
"54044","GM37550"
"54045","SLC7A11"
"54046","DDB1"
"54047","GM3362"
"54048","ADAMTS20"
"54049","ARK2C"
"54050","TCP1"
"54051","EPB41L5"
"54052","GM50197"
"54053","EPG5"
"54054","GM7838"
"54055","GM16303"
"54056","GM24947"
"54057","GM5881"
"54058","NTF3"
"54059","GM12344"
"54060","GM12345"
"54061","SRP68"
"54062","GM29009"
"54063","TAFA1"
"54064","GM15268"
"54065","GM44431"
"54066","GM37854"
"54067","GM15282"
"54068","NUP50L"
"54069","GM37826"
"54070","IRS4"
"54071","GM37692"
"54072","GM2345"
"54073","GM22971"
"54074","KCNA5"
"54075","GM37498"
"54076","GM26011"
"54077","5830415G21RIK"
"54078","GM33320"
"54079","GM38237"
"54080","TAFA4"
"54081","VBP1"
"54082","GM15692"
"54083","GM37199"
"54084","GM37709"
"54085","RPS19-PS12"
"54086","GM37461"
"54087","ENPEP"
"54088","1700066C05RIK"
"54089","GM23083"
"54090","GM54833"
"54091","GM49578"
"54092","GM19867"
